contributor,dataset,label,DAAR_IQR,DAAR_gini,DAAR_mean,DAAR_median,DAAR_std,DCAR_IQR,DCAR_gini,DCAR_mean,DCAR_median,DCAR_std,DCAT_IQR,DCAT_gini,DCAT_mean,DCAT_median,DCAT_std,DCA_IQR,DCA_gini,DCA_mean,DCA_median,DCA_std,NA,NAR_IQR,NAR_gini,NAR_mean,NAR_median,NAR_std,NAT_IQR,NAT_gini,NAT_mean,NAT_median,NAT_std,NCAR_IQR,NCAR_gini,NCAR_mean,NCAR_median,NCAR_std,NOR,NT,NTR_IQR,NTR_gini,NTR_mean,NTR_median,NTR_std,ORR
kurator-bot,train,Bot,,0.0,,,0.0,0.0,0.0,353.271,353.271,0.0,168.408,0.5,168.419,168.419,238.165,96.078,0.726,88.318,8.216,165.844,5,0.0,0.0,5.0,5.0,0.0,1.5,0.3,2.5,2.5,2.121,0.0,0.0,5.0,5.0,0.0,1,2,0.0,0.0,2.0,2.0,0.0,1.0
scrutinizer-notifier,train,Bot,32.932,0.28,151.8,152.06,83.745,74.213,0.678,58.794,0.529,105.34,,0.0,,,0.0,7.201,0.851,26.399,0.563,62.883,83,6.5,0.682,11.857,4.0,21.13,0.0,0.0,83.0,83.0,0.0,3.5,0.646,7.545,4.0,14.855,7,1,0.0,0.0,1.0,1.0,0.0,1.0
smlbiobot,train,Human,144.987,0.53,96.357,77.489,101.773,0.0,0.481,0.015,0.0,0.072,149.712,0.488,153.47,127.321,153.757,146.15,0.617,78.526,40.427,99.089,28,0.0,0.238,1.333,1.0,1.528,6.0,0.214,14.0,14.0,8.485,0.0,0.168,1.217,1.0,0.85,21,2,0.0,0.0,1.0,1.0,0.0,1.0
satish-ravi,train,Human,11.158,0.746,9.672,2.667,27.685,4.818,0.69,9.029,0.18,19.268,2.579,0.867,5.168,0.309,19.885,2.631,0.846,5.491,0.37,18.089,207,10.0,0.598,25.875,15.0,40.378,24.0,0.384,29.571,22.0,23.273,3.0,0.486,3.393,2.0,3.593,3,7,5.0,0.314,4.125,5.5,2.642,0.375
ender503,train,Human,,0.0,,,0.0,0.0,0.0,867.133,867.133,0.0,0.279,0.904,69.684,0.072,222.789,0.468,0.901,66.703,0.097,213.575,14,0.0,0.0,14.0,14.0,0.0,2.5,0.25,3.5,4.0,1.915,0.0,0.0,14.0,14.0,0.0,1,4,0.0,0.0,4.0,4.0,0.0,1.0
goran-ethernal,train,Human,18.883,0.734,12.708,1.65,21.079,43.136,0.643,28.33,0.931,55.397,1.783,0.892,6.707,0.468,27.447,1.892,0.866,6.926,0.494,22.896,171,6.0,0.73,28.5,6.5,57.65,12.0,0.656,15.545,5.0,24.118,7.0,0.59,5.897,2.0,8.152,2,11,0.75,0.5,2.667,1.0,3.615,0.333
dhollinger,train,Human,211.805,0.361,193.833,199.22,132.324,2.959,0.642,37.277,0.0,88.648,94.181,0.744,79.597,0.342,130.264,94.181,0.743,75.446,0.366,121.789,26,1.5,0.582,3.714,1.0,5.908,2.75,0.362,2.6,2.0,1.838,2.0,0.504,2.889,1.0,3.887,4,10,1.0,0.446,2.286,1.0,2.628,0.571
salesforce-cla[bot],train,Bot,7.49,0.773,7.034,0.166,12.965,0.0,0.921,0.159,0.0,1.493,,0.0,,,0.0,5.736,0.796,6.227,0.042,12.301,105,2.0,0.334,2.019,1.0,1.435,0.0,0.0,105.0,105.0,0.0,0.0,0.113,1.154,1.0,0.363,14,1,0.0,0.0,1.0,1.0,0.0,0.269
danielrosenwasser,train,Human,23.118,0.695,17.292,2.094,26.435,203.408,0.559,129.586,5.071,208.453,3.9,0.861,13.905,0.119,35.88,4.401,0.861,14.972,0.136,39.948,147,5.0,0.777,24.5,2.0,53.695,15.0,0.451,12.25,10.5,10.653,9.5,0.655,9.8,3.0,14.324,2,12,3.5,0.485,3.667,2.0,3.933,0.333
boegelbot,train,Bot,11.455,0.344,22.351,21.646,16.549,143.797,0.172,107.978,128.334,112.412,,0.0,,,0.0,1.582,0.817,3.33,0.417,9.486,190,93.0,0.489,95.0,95.0,131.522,0.0,0.0,190.0,190.0,0.0,59.0,0.469,38.0,45.0,36.387,1,1,0.0,0.0,1.0,1.0,0.0,0.5
pearu,train,Human,10.32,0.793,9.995,1.071,21.895,0.582,0.811,4.741,0.0,21.254,1.888,0.874,6.153,0.166,19.877,1.602,0.878,5.515,0.177,18.073,245,10.5,0.665,17.5,5.0,30.621,27.0,0.509,20.417,14.0,20.686,1.0,0.523,2.663,1.0,4.173,8,12,2.5,0.434,2.786,2.0,2.636,0.571
sergiodxa,train,Human,8.711,0.785,10.547,0.622,20.78,0.288,0.82,1.912,0.007,5.59,2.032,0.871,5.205,0.096,14.659,0.402,0.904,3.721,0.054,12.516,256,10.75,0.561,11.636,6.0,13.574,19.5,0.654,17.067,7.0,29.041,3.0,0.502,3.325,2.0,4.33,7,15,2.75,0.413,3.273,3.0,2.676,0.318
bloggerbust-bot,train,Bot,,0.0,,,0.0,0.0,0.0,2088.498,2088.498,0.0,0.0,0.947,7.735,0.0,33.233,0.0,0.947,7.735,0.0,33.233,271,0.0,0.0,271.0,271.0,0.0,1.0,0.005,90.333,91.0,1.155,0.0,0.0,271.0,271.0,0.0,1,3,0.0,0.0,3.0,3.0,0.0,1.0
shopsysbot,train,Bot,0.0,0.974,1.049,0.0,7.732,0.0,0.723,0.106,0.0,1.472,0.785,0.875,5.87,0.36,18.163,0.0,0.97,1.121,0.0,7.74,300,6.0,0.216,12.5,13.0,5.838,87.0,0.387,100.0,120.0,88.707,0.0,0.03,1.031,1.0,0.24,1,3,0.0,0.037,2.083,2.0,0.282,0.042
adacore-bot,train,Bot,0.613,0.884,2.212,0.192,8.942,0.0,0.82,0.391,0.0,2.63,0.289,0.796,0.73,0.124,2.449,0.502,0.878,1.819,0.166,7.62,283,11.0,0.665,10.481,3.0,16.867,82.75,0.658,70.75,21.5,113.291,0.0,0.26,1.429,1.0,1.132,1,4,0.0,0.166,1.259,1.0,0.526,0.037
dti-github-bot,train,Bot,10.687,0.653,8.193,3.43,13.404,0.842,0.731,7.11,0.0,20.697,0.847,0.884,2.813,0.005,9.806,3.403,0.806,4.44,0.593,10.805,299,8.25,0.707,37.375,9.0,78.805,40.75,0.409,74.75,38.0,78.923,2.0,0.586,3.437,1.0,6.171,1,4,0.0,0.239,1.375,1.0,1.061,0.125
sre-bot,train,Bot,42.95,0.767,33.473,0.273,60.835,0.0,0.62,5.033,0.0,24.93,36.979,0.305,52.238,54.342,32.017,36.684,0.76,33.771,0.97,60.36,65,3.5,0.447,4.333,3.0,4.271,12.5,0.256,21.667,22.0,12.503,0.0,0.11,1.14,1.0,0.398,2,3,1.5,0.247,1.8,2.0,0.862,0.133
rasabot,train,Bot,12.274,0.478,12.84,12.84,17.358,491.701,0.488,447.419,358.852,497.647,7.494,0.854,32.786,0.247,79.263,21.666,0.879,45.598,0.458,130.559,31,13.5,0.435,15.5,15.5,19.092,9.75,0.427,7.75,7.0,6.994,6.5,0.28,10.333,14.0,7.234,1,4,0.5,0.1,2.5,2.5,0.707,0.5
wangyum,train,Human,18.827,0.816,19.639,1.091,50.778,0.867,0.713,6.773,0.0,21.713,9.034,0.809,11.277,0.469,24.201,2.879,0.878,8.024,0.219,29.658,252,14.0,0.71,22.909,7.0,45.768,18.0,0.732,25.2,6.0,52.01,1.0,0.615,3.273,1.0,8.333,3,10,2.0,0.276,2.818,2.0,1.471,0.273
hsimbot,train,Bot,7.767,0.483,7.559,5.955,7.099,24.005,0.737,29.071,1.66,56.367,5.557,0.684,3.793,0.005,5.748,11.999,0.486,9.558,10.48,8.726,188,55.0,0.39,62.667,46.0,56.862,42.0,0.649,47.0,7.0,80.672,2.0,0.434,3.837,2.0,3.716,1,4,1.0,0.222,2.0,2.0,1.0,0.333
maropu,train,Human,71.219,0.718,42.325,10.98,70.555,0.05,0.767,4.551,0.0,15.343,72.69,0.668,36.507,8.856,50.195,11.346,0.85,19.943,0.155,50.522,107,0.5,0.682,4.652,1.0,9.168,13.0,0.609,21.4,7.0,31.612,1.0,0.474,2.326,1.0,3.099,13,5,0.5,0.235,1.435,1.0,0.788,0.565
sudo[bot],train,Bot,,0.0,,,0.0,0.0,0.0,2015.993,2015.993,0.0,168.002,0.558,87.652,0.001,99.64,168.002,0.558,87.652,0.001,99.64,24,0.0,0.0,24.0,24.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,24.0,24.0,0.0,1,2,0.0,0.0,2.0,2.0,0.0,1.0
openui5bot,train,Bot,0.422,0.871,3.097,0.023,7.79,0.0,0.611,4.096,0.0,14.283,0.862,0.697,0.632,0.037,1.045,1.048,0.835,2.121,0.232,5.52,298,2.0,0.711,24.833,6.0,62.771,1.5,0.814,49.667,1.0,118.231,0.0,0.628,3.386,1.0,6.723,1,6,0.25,0.269,1.5,1.0,1.0,0.083
rdp,train,Human,69.678,0.658,48.983,22.869,67.32,0.176,0.842,14.946,0.008,46.727,50.779,0.702,37.859,6.993,57.342,34.337,0.766,32.222,1.051,56.638,59,4.75,0.501,4.917,3.0,5.664,7.75,0.568,9.833,3.5,13.029,1.0,0.297,1.967,2.0,1.189,7,6,1.0,0.192,1.667,2.0,0.651,0.583
stage-branch-merger[bot],train,Bot,16.706,0.664,19.371,7.287,29.864,10.831,0.821,49.923,0.764,125.913,3.032,0.878,9.663,0.258,41.454,1.989,0.875,7.133,0.409,31.922,280,74.5,0.67,70.0,15.0,118.364,44.0,0.157,140.0,140.0,62.225,3.0,0.701,9.655,3.0,21.655,2,2,0.0,0.0,2.0,2.0,0.0,0.5
afterlogic-support,train,Bot,45.263,0.822,106.48,0.124,236.773,2.747,0.587,12.122,0.158,23.203,24.83,0.794,26.294,1.209,54.502,15.03,0.876,60.059,0.352,169.405,17,2.75,0.402,2.833,2.0,2.401,3.75,0.343,2.833,2.5,2.041,1.0,0.275,1.889,2.0,1.054,1,6,2.0,0.25,2.0,2.0,1.095,0.167
pulpbot,train,Bot,0.841,0.935,9.37,0.001,42.436,0.005,0.878,2.042,0.0,8.298,0.002,0.97,3.477,0.001,24.702,0.002,0.975,2.669,0.001,20.991,254,18.5,0.496,21.167,12.5,22.635,44.0,0.277,50.8,70.0,30.095,4.25,0.588,4.233,1.0,6.542,1,5,1.0,0.103,3.5,3.0,0.798,0.083
zebot,train,Bot,1.536,0.869,3.499,0.1,11.755,2.224,0.65,9.885,0.0,27.085,1.838,0.86,3.48,0.272,11.958,1.997,0.822,4.447,0.62,12.553,250,70.0,0.616,62.5,22.0,93.383,75.0,0.652,62.5,19.5,98.828,2.0,0.555,3.012,1.0,4.573,1,4,0.5,0.25,1.5,1.0,1.0,0.25
framabot,train,Bot,37.714,0.769,27.386,0.292,49.279,2.419,0.648,59.098,0.0,171.288,22.443,0.791,26.804,0.065,51.133,51.718,0.748,33.25,3.779,56.819,60,24.0,0.533,20.0,10.0,25.515,20.0,0.333,30.0,30.0,28.284,2.0,0.472,2.609,1.0,2.824,2,2,0.0,0.0,1.0,1.0,0.0,0.667
arshbot,train,Human,48.495,0.816,92.893,6.048,212.811,0.173,0.776,0.549,0.008,1.803,19.141,0.822,31.648,1.255,74.006,8.097,0.89,53.93,0.172,165.881,27,6.5,0.377,4.5,4.5,3.507,5.25,0.435,6.75,5.0,6.5,1.0,0.248,1.688,1.5,0.873,4,4,0.0,0.119,1.167,1.0,0.408,0.667
aws-sdk-java-automation,train,Bot,19.477,0.555,17.336,11.972,20.451,228.122,0.608,129.492,0.046,209.503,0.03,0.958,1.14,0.032,6.909,21.286,0.8,11.561,0.039,23.909,190,81.0,0.426,95.0,95.0,114.551,57.5,0.404,63.333,59.0,57.622,22.0,0.591,12.667,3.0,15.918,1,3,0.5,0.1,2.5,2.5,0.707,0.5
ro-ka,train,Human,169.486,0.306,277.213,277.213,239.69,0.131,0.0,0.087,0.0,0.151,0.0,0.0,107.727,107.727,0.0,192.292,0.652,138.672,53.977,211.523,5,1.0,0.267,1.667,1.0,1.155,1.5,0.3,2.5,2.5,2.121,1.0,0.267,1.667,1.0,1.155,2,2,0.0,0.0,1.0,1.0,0.0,0.667
brettchabot,train,Human,237.07,0.419,372.298,334.562,336.824,24.908,0.683,105.482,22.895,209.388,10.082,0.851,86.545,0.175,203.253,1.794,0.888,63.019,0.229,175.472,33,14.0,0.566,11.0,3.0,15.62,4.25,0.352,4.125,3.0,2.85,5.0,0.424,6.6,5.0,5.857,2,8,3.0,0.444,3.0,1.0,3.464,0.667
dlang-bot,train,Bot,9.699,0.563,7.702,3.196,9.064,8.757,0.628,12.511,0.23,25.682,7.062,0.522,5.716,2.956,5.954,10.144,0.583,6.895,3.165,8.102,123,23.0,0.641,24.6,9.0,36.665,43.5,0.354,61.5,61.5,61.518,2.75,0.474,2.929,2.0,3.181,1,2,1.0,0.15,1.6,2.0,0.548,0.2
a631807682,train,Human,11.59,0.397,8.97,9.431,6.509,96.014,0.616,120.029,0.0,265.758,12.623,0.417,8.811,9.431,6.792,23.945,0.549,11.258,0.662,12.15,195,1.0,0.834,24.375,1.0,64.513,2.5,0.799,32.5,1.5,75.208,9.0,0.738,11.471,1.0,22.957,4,6,0.0,0.175,1.25,1.0,0.707,0.5
devversion,train,Human,1.538,0.896,6.952,0.296,32.135,0.041,0.895,3.265,0.0,21.173,1.13,0.922,7.84,0.101,35.313,1.342,0.905,5.48,0.204,26.034,216,24.25,0.536,18.0,11.0,19.16,14.0,0.677,16.615,5.0,26.98,1.0,0.357,1.862,1.0,1.693,4,13,3.25,0.407,3.0,2.0,2.523,0.333
cake-contrib-bot,train,Bot,1.747,0.782,2.661,0.004,5.136,0.0,0.807,4.632,0.0,22.852,0.007,0.847,1.518,0.001,3.834,0.004,0.814,1.772,0.0,4.255,300,44.75,0.507,37.5,22.0,38.708,57.0,0.599,50.0,10.0,69.648,0.0,0.721,4.11,1.0,15.562,3,6,1.25,0.25,1.75,1.5,0.886,0.375
sourcegraph-bot,train,Bot,0.215,0.504,0.108,0.106,0.113,180.775,0.513,117.768,0.0,216.253,0.215,0.504,0.108,0.106,0.113,0.219,0.872,66.621,0.004,170.479,24,6.0,0.25,12.0,12.0,8.485,6.0,0.25,12.0,12.0,8.485,2.0,0.263,1.846,1.0,0.987,1,2,0.0,0.0,1.0,1.0,0.0,0.5
dbu,train,Human,22.974,0.799,30.777,0.507,63.221,0.047,0.857,3.133,0.0,12.063,0.507,0.905,14.284,0.033,45.924,0.493,0.9,13.762,0.042,43.163,154,5.25,0.513,5.5,4.0,5.978,12.5,0.446,12.833,9.0,11.93,2.0,0.437,2.444,1.0,2.368,14,12,4.0,0.403,3.25,2.5,2.459,0.5
jlukic,train,Human,258.754,0.67,165.251,36.211,229.838,0.0,0.5,2.369,0.0,7.856,96.63,0.771,95.886,0.112,181.754,185.048,0.736,129.12,8.204,210.613,14,1.0,0.254,1.556,1.0,0.882,3.0,0.371,2.8,2.0,2.168,0.0,0.182,1.273,1.0,0.647,8,5,0.0,0.162,1.222,1.0,0.667,0.889
neos-bot,train,Bot,0.07,0.934,5.937,0.012,25.921,0.0,0.954,0.011,0.0,0.139,0.007,0.977,1.16,0.001,8.439,0.03,0.942,4.987,0.011,23.826,292,2.0,0.37,5.214,3.0,4.678,68.5,0.313,97.333,143.0,79.097,0.0,0.14,1.192,1.0,0.487,1,3,1.0,0.181,1.446,1.0,0.537,0.018
machinefl,train,Bot,80.987,0.691,53.705,8.666,82.444,0.0,0.464,13.35,0.0,32.535,11.236,0.752,11.371,0.044,20.859,73.39,0.662,48.652,29.391,72.045,44,12.0,0.364,11.0,10.0,8.485,8.5,0.58,11.0,3.0,16.673,0.25,0.216,1.375,1.0,0.707,1,4,1.5,0.208,3.0,3.5,1.414,0.25
jab,train,Human,124.9,0.474,125.214,109.892,114.537,123.248,0.519,110.521,0.014,184.298,17.185,0.801,46.419,0.43,90.8,57.563,0.787,55.455,5.778,105.92,37,2.0,0.625,5.286,2.0,9.178,2.75,0.516,3.7,1.5,4.244,2.0,0.553,4.111,2.0,5.555,4,10,1.0,0.306,2.0,2.0,1.414,0.571
amurzeau,train,Human,163.412,0.689,134.776,22.214,203.838,10.392,0.752,34.904,0.0,83.313,80.41,0.762,90.233,0.084,167.418,27.268,0.809,66.808,1.675,145.016,32,4.5,0.516,4.0,1.5,4.472,1.0,0.549,3.556,2.0,5.199,2.0,0.322,2.462,2.0,1.506,5,9,1.25,0.304,1.75,1.0,1.165,0.625
c4milo,train,Human,58.643,0.661,50.026,18.788,73.048,0.0,0.5,0.263,0.0,1.724,89.191,0.614,55.83,28.122,69.333,58.573,0.671,48.009,17.334,71.95,45,0.0,0.168,1.216,1.0,0.886,7.0,0.613,9.0,3.0,13.172,0.0,0.042,1.047,1.0,0.213,33,5,0.0,0.049,1.054,1.0,0.229,0.892
rtribotte,train,Human,0.602,0.867,2.674,0.239,7.44,0.38,0.853,7.551,0.0,31.819,0.649,0.843,2.808,0.299,7.102,0.619,0.908,4.984,0.283,22.216,142,9.75,0.714,14.2,2.5,25.49,20.75,0.511,14.2,9.5,14.109,1.0,0.381,2.058,1.0,1.878,9,10,1.0,0.395,2.1,1.0,1.969,0.9
qutebrowser-bot,train,Bot,,0.0,,,0.0,0.0,0.0,2029.479,2029.479,0.0,167.989,0.616,63.559,0.001,81.22,168.005,0.546,75.166,13.408,83.395,28,0.0,0.0,28.0,28.0,0.0,5.5,0.262,9.333,13.0,6.351,0.0,0.0,28.0,28.0,0.0,1,3,0.0,0.0,3.0,3.0,0.0,1.0
stoplight-bot,train,Bot,131.263,0.546,112.441,73.927,121.451,29.401,0.646,25.873,1.973,42.21,0.001,0.919,1.714,0.001,6.966,0.35,0.906,14.832,0.001,52.051,96,26.0,0.361,32.0,18.0,28.688,16.0,0.542,13.714,6.0,15.808,9.5,0.553,8.727,4.0,10.555,1,7,0.5,0.048,4.667,5.0,0.577,0.333
hironsan,train,Human,97.186,0.367,149.967,117.789,114.16,115.303,0.641,98.423,0.001,212.535,0.001,0.863,30.732,0.001,76.471,36.183,0.796,40.893,0.001,79.241,52,0.0,0.723,10.4,1.0,21.019,13.5,0.346,17.333,17.0,13.503,6.0,0.556,5.778,3.0,7.396,5,3,0.0,0.133,1.2,1.0,0.447,1.0
clearlydefinedbot,train,Bot,1.584,0.479,1.471,0.769,1.697,142.881,0.708,123.535,19.991,220.99,0.0,0.968,3.077,0.0,19.997,0.001,0.97,2.256,0.0,17.161,222,8.0,0.036,111.0,111.0,11.314,26.5,0.16,55.5,53.0,18.859,65.5,0.408,55.5,51.5,47.515,1,4,0.0,0.0,4.0,4.0,0.0,0.5
megastep,train,Human,127.178,0.443,111.134,138.12,95.903,2.977,0.695,13.523,0.012,33.717,82.165,0.711,56.612,8.369,88.635,56.788,0.762,44.306,0.345,76.612,21,5.0,0.4,4.2,4.0,3.421,5.0,0.514,4.2,1.0,4.868,2.75,0.399,2.625,1.5,2.2,2,5,1.0,0.311,1.8,1.0,1.304,0.4
alxhub,train,Human,2.23,0.868,10.177,0.161,28.211,25.098,0.738,38.257,0.026,98.294,1.542,0.884,9.494,0.01,32.942,1.557,0.885,8.963,0.019,31.254,189,21.0,0.734,37.8,1.0,71.132,11.5,0.432,17.182,15.0,14.919,3.0,0.65,5.4,2.0,9.835,4,11,1.0,0.486,2.8,1.0,3.493,0.8
optimismbot,train,Bot,17.398,0.586,14.103,8.774,18.001,39.034,0.646,24.439,1.404,39.889,12.213,0.687,10.731,3.671,17.259,10.036,0.729,9.095,2.347,17.142,241,46.0,0.598,48.2,12.0,65.194,89.75,0.453,60.25,60.0,58.54,5.0,0.469,4.228,3.0,4.027,1,4,0.0,0.229,1.4,1.0,0.894,0.2
riottranslatebot,train,Bot,1.875,0.835,6.66,0.001,15.186,98.397,0.299,125.351,0.0,256.536,0.613,0.882,4.373,0.001,12.577,41.641,0.747,37.236,6.922,67.094,54,10.5,0.583,13.5,5.0,19.757,21.0,0.389,27.0,27.0,29.698,2.5,0.598,3.6,1.0,6.057,2,2,0.0,0.0,1.0,1.0,0.0,0.5
raphaelm,train,Human,2.542,0.831,7.368,0.388,16.663,0.138,0.829,7.302,0.001,22.431,1.245,0.878,4.775,0.076,12.923,1.118,0.876,4.684,0.076,12.554,203,10.5,0.718,12.688,2.5,29.088,16.0,0.565,18.455,10.0,22.695,2.0,0.505,3.123,2.0,4.029,3,11,3.0,0.401,2.562,1.5,2.097,0.188
aminekhaldi,train,Human,5.815,0.837,13.207,0.374,35.864,0.236,0.796,3.111,0.004,10.003,3.613,0.87,8.884,0.121,29.331,4.222,0.858,8.692,0.144,27.18,206,4.75,0.609,20.6,7.5,30.526,37.0,0.415,29.429,31.0,23.607,1.0,0.309,1.873,2.0,1.349,3,7,0.0,0.219,2.7,2.0,1.636,0.3
ks-ci-bot,train,Bot,0.908,0.871,3.477,0.014,9.388,0.357,0.906,1.986,0.011,10.676,0.121,0.942,2.085,0.011,9.485,0.292,0.927,2.088,0.015,8.735,104,8.0,0.607,14.857,9.0,22.938,12.0,0.438,20.8,11.0,20.303,2.0,0.392,2.6,2.0,2.228,2,5,1.0,0.286,2.286,2.0,1.38,0.286
t7tran,train,Human,54.577,0.622,45.577,22.355,60.983,0.53,0.846,5.705,0.006,18.456,18.118,0.814,20.333,0.392,45.713,14.816,0.823,18.458,0.387,42.464,118,4.0,0.574,4.538,1.5,5.846,36.0,0.556,19.667,8.5,23.149,1.0,0.468,2.744,2.0,3.267,15,6,1.0,0.19,1.5,1.0,0.583,0.577
zksync-admin-bot2,train,Bot,102.762,0.749,129.994,46.634,268.803,0.001,0.735,9.348,0.0,32.765,118.366,0.721,129.096,91.179,257.382,92.836,0.817,84.072,0.552,214.015,21,0.0,0.452,2.1,1.0,2.846,0.25,0.036,5.25,5.0,0.5,1.0,0.293,1.615,1.0,1.121,1,4,0.0,0.082,1.1,1.0,0.316,0.1
stefanv,train,Human,3.965,0.843,8.732,0.494,21.931,0.02,0.868,0.907,0.0,4.841,1.794,0.882,6.86,0.219,20.348,1.789,0.873,6.162,0.278,18.218,192,5.0,0.579,4.683,2.0,6.548,33.0,0.519,16.0,8.5,16.13,1.0,0.266,1.561,1.0,0.925,21,12,2.0,0.319,1.829,1.0,1.283,0.512
followtheprocess,train,Human,0.346,0.898,2.735,0.027,8.927,0.04,0.885,2.181,0.0,10.26,0.24,0.908,2.205,0.039,7.531,0.209,0.913,1.91,0.037,6.876,172,7.5,0.621,7.478,3.0,12.365,28.0,0.545,19.111,8.0,20.491,1.0,0.511,2.567,1.0,6.262,2,9,3.5,0.37,2.696,2.0,1.917,0.087
shamcode,train,Human,10.794,0.576,22.764,12.697,36.546,108.07,0.313,72.117,0.0,108.879,12.95,0.504,16.992,12.589,18.905,12.636,0.413,31.785,24.011,27.978,57,0.0,0.734,5.182,1.0,13.87,22.5,0.526,19.0,10.0,23.812,3.5,0.48,3.0,1.0,3.109,11,3,0.0,0.076,1.091,1.0,0.302,1.0
betatim,train,Human,3.599,0.845,11.573,1.076,41.721,0.406,0.767,3.789,0.0,12.261,2.826,0.865,9.989,0.679,37.957,2.708,0.851,8.457,0.746,32.029,194,5.0,0.618,8.818,4.0,14.124,20.5,0.625,16.167,4.5,21.481,1.0,0.342,1.813,1.0,1.474,8,12,1.75,0.311,2.455,2.0,1.535,0.364
neverbot,train,Human,59.992,0.756,88.685,12.898,161.29,4.509,0.775,14.874,0.474,32.45,11.444,0.755,15.21,0.449,26.211,5.184,0.904,24.089,0.337,84.66,79,7.0,0.484,6.583,4.0,6.417,4.5,0.734,11.286,2.0,22.983,2.0,0.438,4.158,3.0,4.246,4,7,1.0,0.275,1.667,1.0,0.985,0.333
rayzhang0603,train,Human,95.389,0.739,78.326,14.896,136.734,3.104,0.835,42.445,0.033,121.144,19.96,0.832,41.881,3.769,98.034,19.092,0.846,39.538,0.795,94.85,54,13.0,0.315,13.5,13.5,8.963,4.5,0.37,6.75,4.5,5.445,2.0,0.438,3.0,2.0,3.162,1,8,1.5,0.139,4.5,4.5,1.291,0.25
height[bot],train,Bot,0.52,0.562,0.472,0.267,0.56,0.0,0.531,0.04,0.0,0.194,,0.0,,,0.0,0.482,0.587,0.428,0.232,0.54,300,1.0,0.52,2.752,1.0,5.246,0.0,0.0,300.0,300.0,0.0,0.0,0.155,1.195,1.0,0.954,31,1,0.0,0.0,1.0,1.0,0.0,0.284
kennethreitz,train,Human,19.979,0.786,18.275,1.137,38.747,0.505,0.894,11.644,0.004,59.861,3.31,0.9,12.851,0.089,48.359,0.242,0.941,5.916,0.054,32.048,271,5.0,0.816,14.263,1.0,41.526,13.5,0.73,22.583,7.0,49.572,4.0,0.628,5.019,2.0,8.208,13,12,1.0,0.401,1.947,1.0,2.094,0.684
rorbot,train,Bot,0.0,0.0,167.998,167.998,0.0,588.0,0.0,588.0,588.0,831.558,167.998,0.718,149.333,51.368,256.461,142.498,0.746,134.4,28.686,246.362,11,4.5,0.409,5.5,5.5,6.364,1.5,0.182,3.667,4.0,1.528,4.5,0.409,5.5,5.5,6.364,2,3,1.0,0.25,2.0,2.0,1.414,1.0
3cp,train,Human,44.203,0.668,25.901,3.299,34.747,1.249,0.851,14.534,0.009,48.747,5.346,0.84,15.212,0.066,34.003,4.181,0.857,12.472,0.063,30.38,174,9.25,0.616,8.7,4.5,12.329,8.0,0.454,13.385,10.0,13.118,3.0,0.461,3.222,2.0,3.076,11,13,4.0,0.426,3.15,2.0,2.621,0.55
ibis-squawk-bot[bot],train,Bot,23.671,0.578,17.993,17.105,21.187,143.994,0.573,52.806,0.027,68.935,0.156,0.839,11.517,0.006,26.077,0.183,0.827,12.338,0.008,26.708,143,51.5,0.36,71.5,71.5,72.832,9.0,0.249,28.6,36.0,16.134,6.0,0.47,5.72,4.0,5.232,1,5,0.0,0.0,4.0,4.0,0.0,0.5
robot-mymove,train,Bot,30.635,0.398,22.63,25.49,17.836,380.863,0.455,218.867,86.483,271.878,33.739,0.484,19.397,18.591,18.392,2.796,0.786,5.712,1.022,12.71,293,142.5,0.486,146.5,146.5,201.525,72.75,0.738,73.25,1.5,143.834,57.0,0.64,41.857,20.0,57.843,1,4,1.0,0.25,2.0,2.0,1.414,0.5
arturskadikis,train,Human,,0.0,,,0.0,0.0,0.0,2151.578,2151.578,0.0,0.693,0.925,9.396,0.08,40.908,1.25,0.902,10.651,0.105,38.366,203,0.0,0.0,203.0,203.0,0.0,23.0,0.572,20.3,10.5,23.824,0.0,0.0,203.0,203.0,0.0,1,10,0.0,0.0,10.0,10.0,0.0,1.0
simlu,train,Human,19.17,0.85,73.517,0.096,191.469,0.01,0.547,0.019,0.0,0.043,4.584,0.9,49.013,0.002,156.969,0.138,0.925,36.769,0.008,136.193,17,2.0,0.424,3.4,3.0,3.286,1.75,0.309,4.25,4.0,2.872,2.0,0.261,1.889,1.0,1.054,3,4,1.0,0.171,1.4,1.0,0.548,0.6
pr-benchmarks[bot],train,Bot,,0.0,,,0.0,0.0,0.0,552.302,552.302,0.0,12.005,0.507,7.448,11.787,7.728,11.994,0.631,5.162,0.001,7.016,108,0.0,0.0,108.0,108.0,0.0,8.0,0.074,54.0,54.0,11.314,0.0,0.0,108.0,108.0,0.0,1,2,0.0,0.0,2.0,2.0,0.0,1.0
macdonst,train,Human,145.772,0.62,262.888,110.949,397.303,0.144,0.749,55.779,0.029,147.438,63.015,0.845,108.377,0.083,282.266,83.841,0.815,115.752,0.115,265.508,18,2.0,0.333,2.571,3.0,1.813,1.5,0.413,2.571,2.0,2.507,2.0,0.333,2.571,3.0,1.813,2,7,1.5,0.242,1.857,2.0,0.9,0.286
